LotArea,TotalBsmtSF,1stFlrSF,GrLivArea,SalePrice,RegularLotShape,LandIsLvl,LotConfigCL,LotAdjacencyType,HouseCondition,YrBuilt,WasRemodeled,VeneerType,HeatingQuality,EleSystem,BsmtHasBath,HasHalfBath,Bedrooms,RemainingRooms,AdditionalRooms,NumFireplaces,GarageAreaByCar,HasDeck,HasPool,MonthSold,YearSold
8760,1194,1194,1194,148000,1,1,0,0,1,1,0,1,1,0,1,0,2,3,1,0,1,0,0,3,4
1680,483,483,987,94500,1,1,0,0,1,1,0,1,1,0,0,1,1,3,1,1,1,0,0,5,0
10650,894,894,894,128200,1,1,1,0,1,1,0,0,1,0,1,0,2,2,0,0,1,1,0,1,4
7851,860,860,1960,216500,1,1,0,0,1,1,0,0,0,0,1,1,3,4,2,2,2,1,0,4,4
1680,483,483,987,89500,1,1,0,0,1,1,0,1,1,0,0,1,1,3,1,0,1,0,0,7,2
8773,1414,1414,1414,185500,1,1,3,0,2,1,0,1,0,0,0,0,2,3,1,0,2,1,0,4,4
9453,996,1014,1744,194500,0,1,2,2,2,1,1,0,0,0,0,1,2,4,2,0,2,1,0,1,4
12030,1694,1694,1694,318000,1,1,0,0,2,1,0,1,0,0,0,0,2,4,2,0,3,1,0,11,1
8741,735,798,1487,113000,1,1,0,0,1,0,1,0,1,1,0,1,2,4,2,1,1,0,0,3,4
9000,1566,1566,1566,262500,1,1,0,0,2,1,0,2,0,0,1,0,2,4,2,0,2,1,0,3,4
3880,686,866,866,110500,1,1,0,0,1,0,1,0,2,0,0,0,1,2,0,0,0,1,0,7,1
5000,540,889,1440,79000,1,1,1,0,1,0,1,0,2,1,0,0,2,3,1,0,1,0,0,3,0
10762,626,626,1217,120000,1,1,1,0,1,1,0,0,1,0,0,1,2,3,1,1,1,0,0,3,3
8880,948,1222,2110,205000,0,1,0,0,2,1,1,0,0,0,1,1,2,5,3,2,2,0,0,4,4
9142,1020,908,1928,137000,1,1,0,0,1,0,1,0,2,1,0,0,3,5,3,0,1,0,0,3,0
11310,1367,1375,1375,140000,1,1,0,0,1,1,0,0,0,0,0,0,1,3,1,1,2,0,0,5,0
11317,840,840,1668,180000,1,1,0,0,2,1,0,1,0,0,0,1,2,5,3,0,2,1,0,8,1
5350,728,1306,1306,76500,0,1,0,0,1,0,1,0,0,0,0,0,2,3,1,0,0,1,0,4,4
4750,1573,1625,1625,235000,0,0,0,0,2,1,1,2,0,0,1,0,1,3,1,1,2,1,0,11,1
8366,798,798,1640,173000,0,1,0,0,1,1,0,0,0,0,0,1,2,3,1,0,2,1,0,11,2
9350,1302,1302,1302,158000,1,1,0,0,1,1,1,1,0,0,1,0,2,4,2,0,1,1,0,9,1
8400,1314,1314,1314,145000,1,1,0,0,1,1,0,0,1,0,1,0,2,2,0,0,1,1,0,5,4
8738,975,1005,2291,230000,0,1,0,0,2,1,0,1,0,0,0,1,3,4,2,1,2,1,0,1,0
8791,864,864,1728,207500,0,1,0,0,1,1,0,0,0,0,0,1,2,4,2,0,2,1,0,4,2
8814,1604,1604,1604,220000,1,1,0,0,2,1,0,2,0,0,1,1,2,5,3,1,2,1,0,2,3
12435,963,963,1792,231500,1,1,0,0,2,1,0,1,0,0,0,1,2,4,2,1,2,0,0,4,2
12702,0,882,882,97000,1,1,0,0,1,1,0,0,2,1,0,0,1,2,0,0,1,0,0,11,2
8471,506,1212,1212,151000,0,1,1,0,1,1,1,1,1,0,1,0,2,3,1,1,2,1,0,6,0
5500,926,926,1316,130000,1,1,1,0,1,0,1,0,1,0,1,0,2,3,1,0,2,0,0,3,4
5232,680,764,764,73000,0,0,0,1,1,0,1,0,2,1,0,0,1,2,0,0,2,0,0,5,2
12090,1422,1422,1422,175500,0,1,0,0,1,1,0,1,1,0,0,0,2,4,2,1,2,1,0,5,2
11207,802,802,1511,185000,0,0,3,0,1,1,0,0,2,0,1,1,2,5,3,1,2,1,0,5,0
8400,720,1052,2192,179500,1,0,0,0,1,0,1,0,0,0,0,1,3,4,2,1,1,1,0,6,2
6900,740,778,778,120500,1,1,0,0,1,0,1,0,0,0,0,0,1,2,0,1,1,0,0,1,2
7917,1143,1113,1113,148000,0,1,1,0,1,1,0,1,1,0,1,1,2,3,1,1,1,1,0,4,1
10728,1095,1095,1939,266000,1,1,0,0,2,1,0,0,2,0,0,1,2,5,3,1,3,1,0,7,0
11764,1152,1164,2270,290000,0,1,2,0,2,1,1,1,0,0,0,1,3,5,3,1,3,1,0,3,4
9600,1240,1632,1632,139000,1,1,0,1,1,1,1,1,2,0,1,0,2,3,1,1,1,1,0,3,3
8314,816,816,816,124500,1,1,1,0,1,1,0,0,1,0,0,0,1,3,1,0,1,1,0,5,1
7264,952,952,1548,205000,1,1,0,0,2,0,1,0,2,0,0,1,2,2,0,0,2,1,0,9,3
9196,1560,1560,1560,201000,0,1,0,0,2,1,0,0,0,0,0,0,2,4,2,0,2,1,0,3,4
10005,1160,1156,2022,192000,1,1,0,0,2,1,0,1,0,0,0,1,3,4,2,1,2,1,0,2,2
11287,807,1175,1982,228500,1,1,0,0,2,1,0,1,2,0,0,1,2,4,2,1,2,0,0,0,1
7200,1262,1262,1262,185000,1,1,0,0,1,1,0,2,2,0,0,0,1,3,1,0,2,0,0,4,0
5063,1314,1314,1314,207500,1,1,0,0,2,1,1,2,0,0,1,0,1,4,2,1,2,1,0,3,3
9612,1468,1468,1468,244600,1,1,0,1,2,1,1,2,0,0,0,0,2,3,1,1,3,1,0,11,3
8012,1575,1575,1575,179200,1,1,0,0,1,1,0,0,2,0,1,0,1,3,1,0,2,0,0,6,1
4251,625,625,1250,164700,0,1,0,0,2,1,1,0,0,0,0,1,1,3,1,0,2,0,0,5,1
9786,912,1085,1734,159000,0,0,0,0,1,1,1,0,1,0,0,1,2,4,2,1,2,0,0,5,0
8125,858,858,858,88000,0,1,1,0,1,1,0,0,1,0,0,0,2,2,0,0,0,0,0,5,0
9819,882,900,900,122000,0,1,0,0,1,1,0,1,1,0,0,0,2,2,0,0,1,0,0,1,4
8730,698,698,1396,153575,1,1,0,2,1,0,1,0,0,1,0,0,2,4,2,0,1,0,0,6,1
15611,1079,1079,1919,233230,1,1,0,0,2,1,0,0,0,0,0,1,2,5,3,1,2,0,0,6,0
5687,780,936,1716,135900,1,0,0,0,1,0,1,0,0,0,1,0,3,3,1,0,0,0,0,2,2
11409,768,1148,1716,131000,1,1,0,0,1,1,1,0,2,0,0,1,2,5,3,1,1,0,0,0,3
16659,795,1468,2263,235000,0,1,1,3,2,1,1,1,3,0,1,1,2,6,4,1,2,0,0,2,0
9600,1416,1644,1644,167000,1,1,0,0,1,1,0,2,1,0,1,0,2,4,2,2,2,1,0,9,3
7937,1003,1003,1003,142500,0,1,2,0,1,1,0,0,1,0,1,0,2,3,1,0,2,1,0,2,0
13710,910,910,1558,152000,1,1,0,0,1,1,0,0,1,1,0,1,3,2,0,0,1,1,0,5,1
7399,975,975,1950,239000,0,1,0,0,2,1,1,1,0,0,0,1,2,4,2,1,2,0,0,5,1
11700,702,1041,1743,175000,1,1,0,0,1,1,0,1,2,0,1,1,2,4,2,1,2,1,0,5,1
14000,1092,1152,1152,158500,1,1,0,0,1,1,1,0,0,0,1,0,2,3,1,1,1,0,0,7,3
15750,1165,1336,1336,157000,1,1,1,0,1,1,0,1,1,0,1,0,1,3,1,2,1,0,0,5,0
16226,1028,1210,2452,267000,0,1,0,0,2,1,1,0,0,0,0,1,3,5,3,1,2,1,0,4,1
13704,1541,1541,1541,205000,0,1,1,0,2,1,1,1,0,0,0,0,2,3,1,1,3,1,0,0,0
9800,894,894,894,149900,1,1,1,0,1,1,0,0,1,0,1,0,2,2,0,0,2,1,0,6,0
13474,700,1122,2243,225000,1,1,0,1,2,1,1,1,2,0,1,1,3,4,2,1,3,1,0,5,1
7920,319,1035,1406,89500,0,1,0,1,1,0,1,0,1,1,0,0,2,3,1,0,0,0,0,2,2
12342,861,861,861,82500,0,1,0,0,1,0,1,0,0,0,0,0,0,3,1,0,2,1,0,2,3
7685,697,697,1501,165600,0,1,0,0,1,1,1,1,2,0,0,1,2,3,1,1,2,1,0,4,0
8000,972,972,972,132000,1,1,0,0,1,1,1,0,0,0,1,0,1,3,1,1,1,0,0,4,3
7800,793,793,1118,119900,1,1,0,1,1,0,1,0,1,0,1,0,2,2,0,1,2,0,0,4,0
9600,728,832,1641,178000,1,1,0,0,2,0,1,0,0,0,1,1,2,3,1,1,2,0,0,7,0
7795,716,716,1432,188500,0,1,0,0,2,1,1,0,0,0,1,1,2,3,1,1,2,1,0,6,3
13005,845,1153,2353,260000,0,1,1,0,2,1,0,1,1,0,1,1,3,6,4,1,2,1,0,7,3
9000,1088,1088,1959,270000,1,1,0,0,2,1,0,0,0,0,0,1,2,5,3,1,3,1,0,11,1
14115,1372,1472,1472,187500,1,1,0,0,2,1,0,1,1,0,1,0,2,3,1,2,2,1,0,5,3
5820,1162,1163,1163,126175,1,1,0,0,1,1,1,0,0,0,1,0,2,3,1,0,1,1,0,6,0
5000,720,803,803,87000,1,1,0,2,1,0,1,0,3,1,0,0,1,3,1,0,2,0,0,11,1
10846,1719,1719,1719,324000,0,1,2,0,2,1,0,0,0,0,1,1,0,5,3,2,2,1,0,4,2
11600,1383,1383,1383,145250,1,1,0,0,1,1,0,1,1,0,0,1,2,4,2,0,1,0,0,3,0
11888,844,1445,2134,214500,0,0,0,3,1,0,1,0,2,1,0,0,3,5,3,0,2,0,0,6,3
6402,596,596,1192,78000,1,1,1,0,1,0,1,0,1,0,0,0,2,3,1,0,1,0,0,6,3
10624,1728,1728,1728,119000,0,1,0,0,1,1,0,1,1,0,1,0,3,4,2,0,1,1,0,10,1
8176,1056,1056,1056,139000,1,1,0,0,1,1,1,0,3,0,1,0,2,3,1,0,1,0,0,7,1
8198,1358,1358,1358,207000,1,1,3,0,2,1,0,2,0,0,1,0,1,4,2,1,2,1,0,6,2
9042,943,943,1638,192000,0,1,0,0,1,1,0,0,2,0,1,1,2,4,2,2,2,1,0,6,2
9135,1536,1536,1536,214000,1,1,0,0,2,1,1,1,0,0,1,0,2,4,2,0,2,1,0,11,2
14145,1208,1621,1621,202500,1,1,1,0,2,1,1,0,0,0,1,0,2,5,3,0,2,1,0,4,0
12400,1215,1215,1215,155000,0,1,0,1,1,1,1,1,1,1,0,0,2,3,1,0,1,0,0,5,3
14191,967,993,1908,202900,1,1,0,0,2,1,0,0,0,0,0,1,3,5,3,0,2,1,0,3,4
8400,721,841,841,82000,1,1,0,1,1,1,0,0,2,0,0,0,1,2,0,0,1,1,0,8,3
8544,0,1040,1040,87500,1,1,0,0,1,1,1,1,3,1,0,0,1,4,2,0,2,0,0,4,0
8849,1684,1684,1684,266000,0,1,0,0,2,1,0,1,0,0,0,0,1,4,2,1,2,1,0,6,2
2592,536,536,1112,85000,1,1,0,0,1,1,0,0,1,0,0,1,2,1,0,0,1,1,0,3,4
6435,972,972,1577,140200,1,1,0,2,1,0,1,0,2,0,0,0,2,3,1,1,1,0,0,9,0
12772,958,958,958,151500,0,1,2,0,1,1,1,0,1,0,0,0,1,3,1,0,1,0,0,3,1
2448,764,764,1626,154000,1,1,0,0,2,1,1,2,0,0,1,1,1,4,2,0,2,0,0,9,2
5271,1453,1453,1453,190000,0,0,0,0,2,1,0,0,2,0,1,1,1,4,2,1,2,0,0,11,0
9084,616,616,1111,95000,1,1,0,1,1,0,1,0,1,0,1,0,2,2,0,0,1,1,0,2,2
8520,624,720,720,105900,1,1,0,0,1,0,1,0,2,0,0,0,1,3,1,0,2,1,0,4,4
8400,940,1192,1595,140000,1,0,0,0,1,0,1,0,0,0,0,0,1,4,2,2,1,0,0,5,0
11249,1200,1200,1200,177500,0,1,0,0,1,1,0,0,0,0,1,0,2,3,1,0,2,0,0,7,1
9248,1158,1167,1167,173000,0,1,0,0,1,1,0,1,2,0,1,0,2,3,1,0,2,1,0,6,3
4224,1142,1142,1142,134000,1,1,0,0,1,1,0,0,1,0,1,1,2,3,1,1,2,1,0,7,1
6930,1062,1352,1352,130000,0,1,0,0,1,1,0,1,0,1,1,0,2,3,1,0,1,1,0,6,0
12011,1086,1086,1924,280000,0,1,2,0,2,1,0,1,0,0,1,1,2,4,2,1,2,1,0,5,0
7540,888,912,912,156000,0,1,2,0,1,1,0,0,0,0,1,0,1,3,1,1,2,0,0,5,1
9144,883,988,1505,145000,1,1,0,0,1,0,1,0,2,0,1,0,2,5,3,0,1,0,0,6,2
7301,0,495,1922,198500,1,1,1,0,2,1,0,1,0,0,0,0,3,3,1,1,2,0,0,6,3
1680,483,483,987,118000,1,1,0,0,1,1,1,1,2,0,0,1,1,3,1,0,1,1,0,4,3
10690,672,672,1344,147000,1,1,0,0,1,0,1,0,2,1,0,0,2,3,1,0,1,0,0,6,3
9500,1394,1394,1394,159000,0,1,0,0,1,1,0,1,2,0,1,1,2,3,1,2,2,0,0,6,3
9150,1099,1431,1431,165000,0,1,1,0,1,1,0,1,2,0,1,0,2,3,1,1,1,1,0,11,2
7800,1268,1268,1268,132000,1,1,0,0,1,1,0,1,2,0,0,0,1,5,3,1,1,0,0,2,4
9830,1063,1287,1287,162000,0,1,1,0,1,1,1,0,0,0,1,0,2,4,2,1,2,1,0,2,4
8121,953,953,1664,172400,0,1,0,0,1,1,0,0,0,0,0,1,2,4,2,1,2,1,0,0,0
17120,0,1120,1588,134432,1,1,0,1,1,1,0,0,1,0,0,0,3,3,1,1,2,0,0,6,2
7175,744,752,752,125000,1,1,0,0,1,1,0,0,1,0,1,0,1,2,0,0,1,1,0,1,4
10634,608,1319,1319,123000,1,1,0,0,1,1,0,0,1,0,1,0,2,2,0,0,1,1,0,10,3
8200,847,847,1928,219500,1,1,0,0,2,1,1,0,0,0,0,1,3,4,2,1,2,1,0,6,1
10020,683,904,904,61000,0,0,0,0,1,0,1,0,2,1,1,1,0,3,1,0,0,0,0,2,3
8846,870,914,914,148000,0,1,2,0,1,1,0,0,0,0,0,0,1,3,1,0,2,0,0,6,0
8123,982,1007,1800,179000,0,1,0,2,1,1,0,1,0,0,0,1,2,4,2,1,2,1,0,5,3
5000,1026,1026,1691,127000,1,1,0,0,1,0,1,0,1,0,0,0,2,3,1,1,1,0,0,4,4
7200,1293,1301,1301,187750,1,1,0,0,2,1,0,0,0,0,1,0,1,3,1,1,2,1,0,7,0
9245,939,939,1797,213500,0,1,0,0,2,1,0,0,0,0,0,1,2,5,3,0,2,1,0,3,1
9000,784,784,784,76000,1,1,1,0,1,0,1,0,1,1,0,0,1,3,1,0,2,0,0,9,3
3182,1256,1269,1269,192000,1,1,0,0,2,1,1,1,0,0,0,0,1,4,2,1,2,1,0,3,4
8410,658,658,1184,81000,1,1,3,1,1,0,1,0,1,0,0,0,3,3,1,0,0,0,0,4,0
7200,1041,1125,1125,125000,1,1,0,0,1,1,0,1,0,0,1,0,2,3,1,1,1,1,0,9,3
9382,1468,1479,1479,191000,0,1,2,0,2,1,1,1,0,0,0,0,2,3,1,0,2,1,0,6,2
8405,861,961,1367,119000,1,1,0,0,1,0,1,0,0,0,1,0,3,3,1,0,1,0,0,3,2
12209,804,804,1961,215000,0,1,2,0,1,1,1,0,0,0,1,1,2,4,2,1,2,1,0,5,3
8339,0,882,882,106500,0,1,0,0,1,1,0,0,1,0,0,0,2,2,0,0,1,0,0,6,1
7446,788,788,788,100000,1,1,1,1,1,0,1,0,1,1,0,0,1,2,0,2,0,0,0,3,0
10134,735,735,1034,109000,1,1,0,0,1,0,1,0,2,1,0,0,1,3,1,0,1,0,0,6,1
9571,1144,1144,1144,129000,1,1,0,0,1,1,0,0,1,0,1,0,2,3,1,0,1,1,0,5,4
7200,894,894,894,123000,1,0,0,0,1,1,0,0,1,0,0,0,1,4,2,0,2,1,0,8,3
7590,864,876,1812,169500,1,1,0,3,1,1,0,1,1,0,0,0,3,4,2,1,1,0,0,6,1
8967,961,1077,1077,67000,1,1,1,0,1,0,1,0,2,1,0,0,1,4,2,0,1,0,0,10,1
8125,1092,1112,1550,241000,1,1,0,0,2,1,1,2,0,0,1,0,1,5,3,0,2,0,0,9,3
14963,1260,1288,1288,245500,0,1,0,0,2,1,0,0,0,0,1,1,0,3,1,2,2,1,0,11,2
8767,1310,1310,1310,164990,0,1,0,0,2,1,0,0,0,0,0,0,2,3,1,1,2,0,0,6,0
10200,672,672,672,108000,1,1,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,1,0,7,2
12090,1141,1165,2263,258000,1,1,1,0,2,1,0,1,2,0,0,1,3,6,4,1,2,1,0,6,0
10364,806,806,1572,168000,0,1,0,0,1,1,1,0,2,0,0,1,2,4,2,1,2,0,0,4,1
9991,1281,1620,1620,150000,0,1,1,1,1,1,1,0,0,0,1,0,2,5,3,1,2,1,0,5,3
10480,1064,1166,1639,115000,1,1,0,0,1,0,1,0,0,1,0,0,2,3,1,0,1,0,0,2,2
15576,840,840,1680,177000,1,1,0,0,1,0,1,0,0,0,0,0,3,4,2,0,1,0,0,2,2
14154,1063,1071,2172,280000,1,1,1,0,2,1,0,1,0,0,0,1,2,6,4,1,3,1,0,7,1
9571,1276,1276,1276,60000,1,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,1,0,0,5,3
4403,1470,1478,1478,222000,0,1,0,0,2,1,0,2,0,0,1,1,1,5,3,1,2,0,0,5,4
8960,1008,1028,1028,115000,1,1,0,1,1,0,1,0,2,1,0,0,1,3,1,1,2,0,0,2,4
11228,1080,1080,2097,228000,0,1,2,0,2,1,0,0,0,0,1,1,2,6,4,1,3,1,0,11,2
8899,1340,1340,1340,181134,0,1,0,0,2,1,0,0,0,0,0,0,2,3,1,0,2,1,0,7,1
7844,672,672,1400,149500,1,1,0,0,1,1,0,1,1,0,0,1,2,3,1,1,2,0,0,2,0
8160,756,756,1134,126000,1,1,0,0,1,0,1,0,3,1,1,1,2,4,2,0,1,0,0,3,1
8450,1056,1056,1056,142000,1,1,0,0,1,1,0,0,0,0,1,0,2,3,1,1,1,0,0,6,4
7060,1344,1344,1344,206300,1,1,0,0,2,1,1,1,0,0,1,0,1,6,4,0,3,0,0,10,2
16635,1602,1602,1602,215000,0,1,3,0,1,1,1,2,2,0,1,0,2,5,3,1,2,1,0,5,3
9000,1196,1196,1196,139000,1,1,0,0,1,1,0,1,2,1,1,0,1,4,2,1,1,0,0,4,2
3378,651,707,1389,135000,1,0,0,0,2,1,1,0,2,0,0,1,2,3,1,2,1,0,0,8,3
12800,1518,1644,1644,275000,1,0,0,0,2,1,0,1,2,0,1,0,1,3,1,1,2,1,0,7,3
8593,907,907,907,109008,0,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,0,0,6,2
6762,1208,1208,1208,195400,1,1,0,0,2,1,0,1,0,0,1,0,1,4,2,0,2,1,0,8,1
11457,1392,1412,1412,175000,0,1,1,0,1,1,0,0,1,0,1,0,2,3,1,1,2,0,0,2,3
1680,483,483,987,85400,1,1,0,0,1,1,0,1,1,0,0,1,1,2,0,0,1,0,0,6,2
5586,901,1088,1198,79900,0,0,0,1,1,0,1,0,2,0,0,0,3,3,1,0,0,0,0,8,2
1920,765,765,1365,122500,1,1,0,0,1,1,0,1,0,0,1,1,1,4,2,0,2,1,0,7,1
10839,926,926,1604,181000,0,1,1,0,1,1,1,0,0,0,0,1,2,4,2,1,2,0,0,6,2
1890,630,630,630,81000,1,1,0,0,1,1,0,0,2,0,1,0,0,2,0,0,0,1,0,5,2
10667,799,827,1661,212000,0,1,2,3,2,1,0,0,0,0,1,1,2,3,1,1,2,1,0,3,3
4400,648,734,1118,116000,1,1,0,0,1,0,1,0,1,1,0,0,1,4,2,0,2,0,0,9,0
6000,884,904,904,119000,1,1,0,0,1,0,1,0,2,0,0,0,1,2,0,0,1,0,0,0,3
4280,440,694,694,90350,1,1,0,0,1,0,1,0,1,0,0,0,1,2,0,1,1,0,0,2,1
12354,684,684,1196,110000,1,1,1,0,1,0,1,0,2,0,0,0,2,4,2,0,2,0,0,7,3
12108,1440,1440,1440,118000,1,1,0,0,1,1,0,1,1,1,0,0,3,4,2,0,0,0,0,8,2
6240,1078,1128,1573,162900,1,1,0,0,1,0,1,0,1,0,0,0,2,5,3,1,2,0,0,5,2
3922,1258,1258,1258,172500,1,1,0,0,2,1,1,1,0,0,0,0,1,4,2,1,3,1,0,5,1
8750,915,933,1908,210000,1,1,0,0,2,1,1,0,0,0,1,1,3,4,2,1,2,1,0,6,2
9855,1436,1689,1689,127500,1,1,1,0,1,1,0,0,3,0,0,0,2,4,2,1,2,0,0,10,3
11214,930,956,1886,199900,0,1,1,0,2,1,1,0,2,0,0,1,3,6,4,1,2,1,0,6,0
8600,780,780,1376,119500,1,0,0,0,1,0,1,0,1,0,0,0,2,4,2,1,1,0,0,5,0
6000,649,679,1183,120000,1,1,0,0,1,1,1,0,0,0,0,1,1,4,2,0,1,0,0,5,1
5684,813,813,813,110000,1,1,0,0,1,0,1,0,0,1,0,0,1,3,1,0,1,0,0,5,0
9303,872,888,1756,204000,0,1,1,0,1,1,1,1,0,0,1,1,2,4,2,0,2,1,0,6,1
9000,768,786,1590,210000,1,1,0,0,2,1,0,0,0,0,0,1,2,3,1,0,2,0,0,5,3
9297,1728,1728,1728,188000,1,1,0,0,1,1,0,0,1,0,1,0,3,4,2,0,2,0,0,6,0
9600,1242,1242,1242,175500,1,1,0,0,2,1,0,1,3,0,0,1,2,3,1,1,2,0,0,8,1
4571,624,624,1344,98000,1,1,0,0,1,0,1,0,3,0,0,0,3,3,1,0,3,0,0,4,2
5100,588,833,1666,161000,1,1,0,0,2,0,1,0,3,0,0,0,2,4,2,1,1,1,0,5,2
7015,709,979,1203,110000,0,0,1,0,1,1,0,1,1,0,1,0,2,2,0,1,1,0,0,6,3
8004,832,832,1935,263435,0,1,0,2,2,1,0,2,0,0,1,1,2,5,3,0,2,0,0,11,3
7200,560,575,1135,155000,1,1,0,1,2,0,1,0,0,0,1,0,2,3,1,0,2,1,0,3,3
8281,864,864,864,62383,0,1,0,0,1,1,0,0,2,0,0,0,2,2,0,1,1,0,0,11,3
11988,715,849,1660,188700,0,0,0,0,1,0,1,0,3,1,0,1,2,3,1,1,1,0,0,7,2
8430,1040,1040,1040,124000,1,0,0,0,1,1,0,1,1,0,0,0,2,2,0,0,0,0,0,7,3
3072,1375,1414,1414,178740,1,1,0,0,2,1,0,1,0,0,0,0,1,4,2,1,2,1,0,4,0
10628,1277,1277,1277,167000,1,1,0,0,2,1,0,0,1,0,1,0,1,3,1,1,2,0,0,3,1
9480,728,888,1644,146500,1,1,0,1,1,0,1,2,0,0,0,1,2,4,2,2,1,1,0,5,1
11428,1626,1634,1634,250000,0,1,0,0,2,1,0,2,0,0,0,0,2,4,2,1,3,0,0,4,1
9291,832,832,1710,187000,0,1,1,2,1,1,0,1,0,0,0,1,2,4,2,0,2,1,0,5,2
6820,1488,1502,1502,212000,0,1,1,0,2,1,0,0,1,0,1,1,0,3,1,0,2,0,0,5,4
11952,808,1161,1969,190000,1,1,0,3,2,1,0,0,1,0,0,1,2,5,3,1,2,0,0,10,1
3675,547,1072,1072,148000,1,1,0,0,1,1,0,1,0,0,1,0,1,3,1,0,2,0,0,5,2
5330,1494,1652,1652,251000,1,1,0,0,2,1,0,0,0,0,1,0,1,4,2,0,2,1,0,7,1
8480,970,970,970,132500,1,1,1,0,1,1,0,0,1,0,1,0,1,3,1,0,2,0,0,6,1
13125,1478,1493,1493,208900,1,1,0,0,1,1,1,1,0,0,1,0,2,4,2,1,2,1,0,3,2
